correct,skill,student,problem,skill_name
1,22,1041,22,22
1,23,1041,23,23
1,24,1041,24,24
1,25,1041,25,25
1,26,1041,26,26
1,27,1041,27,27
1,28,1041,28,28
1,29,1041,29,29
1,30,1041,30,30
1,31,1041,31,31
1,32,1041,32,32
1,33,1041,33,33
1,34,1041,34,34
1,35,1041,35,35
1,36,1041,36,36
1,37,1041,37,37
1,38,1041,38,38
1,39,1041,39,39
1,40,1041,40,40
1,41,1041,41,41
1,42,1041,42,42
1,43,1041,43,43
1,44,1041,44,44
1,45,1041,45,45
1,46,1041,46,46
1,47,1041,47,47
1,48,1041,48,48
1,49,1041,49,49
1,0,1042,0,0
1,1,1042,1,1
1,2,1042,2,2
0,3,1042,3,3
0,4,1042,4,4
1,5,1042,5,5
1,6,1042,6,6
1,7,1042,7,7
1,8,1042,8,8
1,9,1042,9,9
1,10,1042,10,10
1,11,1042,11,11
1,12,1042,12,12
1,13,1042,13,13
1,14,1042,14,14
1,15,1042,15,15
0,16,1042,16,16
1,17,1042,17,17
1,18,1042,18,18
1,19,1042,19,19
1,20,1042,20,20
0,21,1042,21,21
1,22,1042,22,22
1,23,1042,23,23
1,24,1042,24,24
1,25,1042,25,25
1,26,1042,26,26
1,27,1042,27,27
1,28,1042,28,28
1,29,1042,29,29
1,30,1042,30,30
1,31,1042,31,31
1,32,1042,32,32
1,33,1042,33,33
1,34,1042,34,34
1,35,1042,35,35
1,36,1042,36,36
1,37,1042,37,37
1,38,1042,38,38
1,39,1042,39,39
1,40,1042,40,40
1,41,1042,41,41
1,42,1042,42,42
1,43,1042,43,43
0,44,1042,44,44
1,45,1042,45,45
1,46,1042,46,46
1,47,1042,47,47
1,48,1042,48,48
1,49,1042,49,49
1,0,1043,0,0
1,1,1043,1,1
1,2,1043,2,2
1,3,1043,3,3
1,4,1043,4,4
1,5,1043,5,5
1,6,1043,6,6
1,7,1043,7,7
1,8,1043,8,8
1,9,1043,9,9
1,10,1043,10,10
1,11,1043,11,11
1,12,1043,12,12
1,13,1043,13,13
1,14,1043,14,14
1,15,1043,15,15
1,16,1043,16,16
1,17,1043,17,17
1,18,1043,18,18
1,19,1043,19,19
1,20,1043,20,20
1,21,1043,21,21
1,22,1043,22,22
1,23,1043,23,23
1,24,1043,24,24
1,25,1043,25,25
1,26,1043,26,26
1,27,1043,27,27
1,28,1043,28,28
1,29,1043,29,29
1,30,1043,30,30
1,31,1043,31,31
1,32,1043,32,32
1,33,1043,33,33
1,34,1043,34,34
1,35,1043,35,35
1,36,1043,36,36
1,37,1043,37,37
1,38,1043,38,38
1,39,1043,39,39
1,40,1043,40,40
1,41,1043,41,41
1,42,1043,42,42
1,43,1043,43,43
1,44,1043,44,44
1,45,1043,45,45
1,46,1043,46,46
1,47,1043,47,47
1,48,1043,48,48
1,49,1043,49,49
0,0,1044,0,0
1,1,1044,1,1
1,2,1044,2,2
0,3,1044,3,3
0,4,1044,4,4
1,5,1044,5,5
1,6,1044,6,6
1,7,1044,7,7
0,8,1044,8,8
0,9,1044,9,9
0,10,1044,10,10
1,11,1044,11,11
1,12,1044,12,12
1,13,1044,13,13
1,14,1044,14,14
0,15,1044,15,15
1,16,1044,16,16
1,17,1044,17,17
1,18,1044,18,18
1,19,1044,19,19
1,20,1044,20,20
0,21,1044,21,21
0,22,1044,22,22
1,23,1044,23,23
1,24,1044,24,24
1,25,1044,25,25
1,26,1044,26,26
1,27,1044,27,27
1,28,1044,28,28
1,29,1044,29,29
1,30,1044,30,30
1,31,1044,31,31
0,32,1044,32,32
1,33,1044,33,33
0,34,1044,34,34
1,35,1044,35,35
1,36,1044,36,36
1,37,1044,37,37
1,38,1044,38,38
0,39,1044,39,39
1,40,1044,40,40
1,41,1044,41,41
1,42,1044,42,42
1,43,1044,43,43
1,44,1044,44,44
1,45,1044,45,45
0,46,1044,46,46
1,47,1044,47,47
1,48,1044,48,48
1,49,1044,49,49
0,0,1045,0,0
0,1,1045,1,1
0,2,1045,2,2
0,3,1045,3,3
0,4,1045,4,4
0,5,1045,5,5
0,6,1045,6,6
0,7,1045,7,7
0,8,1045,8,8
0,9,1045,9,9
0,10,1045,10,10
0,11,1045,11,11
1,12,1045,12,12
0,13,1045,13,13
1,14,1045,14,14
0,15,1045,15,15
0,16,1045,16,16
1,17,1045,17,17
0,18,1045,18,18
1,19,1045,19,19
0,20,1045,20,20
0,21,1045,21,21
1,22,1045,22,22
0,23,1045,23,23
1,24,1045,24,24
1,25,1045,25,25
0,26,1045,26,26
0,27,1045,27,27
1,28,1045,28,28
0,29,1045,29,29
0,30,1045,30,30
0,31,1045,31,31
0,32,1045,32,32
0,33,1045,33,33
1,34,1045,34,34
1,35,1045,35,35
0,36,1045,36,36
0,37,1045,37,37
1,38,1045,38,38
1,39,1045,39,39
0,40,1045,40,40
0,41,1045,41,41
1,42,1045,42,42
1,43,1045,43,43
0,44,1045,44,44
1,45,1045,45,45
1,46,1045,46,46
1,47,1045,47,47
1,48,1045,48,48
1,49,1045,49,49
0,0,1046,0,0
1,1,1046,1,1
0,2,1046,2,2
0,3,1046,3,3
0,4,1046,4,4
1,5,1046,5,5
0,6,1046,6,6
0,7,1046,7,7
0,8,1046,8,8
0,9,1046,9,9
0,10,1046,10,10
1,11,1046,11,11
1,12,1046,12,12
0,13,1046,13,13
0,14,1046,14,14
0,15,1046,15,15
0,16,1046,16,16
0,17,1046,17,17
0,18,1046,18,18
0,19,1046,19,19
1,20,1046,20,20
0,21,1046,21,21
0,22,1046,22,22
0,23,1046,23,23
1,24,1046,24,24
1,25,1046,25,25
0,26,1046,26,26
0,27,1046,27,27
1,28,1046,28,28
0,29,1046,29,29
0,30,1046,30,30
0,31,1046,31,31
0,32,1046,32,32
0,33,1046,33,33
1,34,1046,34,34
0,35,1046,35,35
1,36,1046,36,36
1,37,1046,37,37
0,38,1046,38,38
1,39,1046,39,39
1,40,1046,40,40
0,41,1046,41,41
1,42,1046,42,42
0,43,1046,43,43
1,44,1046,44,44
0,45,1046,45,45
0,46,1046,46,46
1,47,1046,47,47
0,48,1046,48,48
0,49,1046,49,49
0,0,1047,0,0
1,1,1047,1,1
1,2,1047,2,2
1,3,1047,3,3
1,4,1047,4,4
1,5,1047,5,5
0,6,1047,6,6
1,7,1047,7,7
1,8,1047,8,8
0,9,1047,9,9
0,10,1047,10,10
0,11,1047,11,11
1,12,1047,12,12
0,13,1047,13,13
1,14,1047,14,14
1,15,1047,15,15
0,16,1047,16,16
0,17,1047,17,17
1,18,1047,18,18
1,19,1047,19,19
1,20,1047,20,20
1,21,1047,21,21
1,22,1047,22,22
1,23,1047,23,23
0,24,1047,24,24
1,25,1047,25,25
1,26,1047,26,26
1,27,1047,27,27
0,28,1047,28,28
1,29,1047,29,29
1,30,1047,30,30
0,31,1047,31,31
0,32,1047,32,32
1,33,1047,33,33
1,34,1047,34,34
0,35,1047,35,35
1,36,1047,36,36
0,37,1047,37,37
1,38,1047,38,38
1,39,1047,39,39
1,40,1047,40,40
1,41,1047,41,41
0,42,1047,42,42
1,43,1047,43,43
1,44,1047,44,44
1,45,1047,45,45
0,46,1047,46,46
1,47,1047,47,47
1,48,1047,48,48
1,49,1047,49,49
1,0,1048,0,0
1,1,1048,1,1
1,2,1048,2,2
0,3,1048,3,3
0,4,1048,4,4
0,5,1048,5,5
1,6,1048,6,6
0,7,1048,7,7
0,8,1048,8,8
1,9,1048,9,9
1,10,1048,10,10
1,11,1048,11,11
1,12,1048,12,12
1,13,1048,13,13
0,14,1048,14,14
1,15,1048,15,15
0,16,1048,16,16
0,17,1048,17,17
0,18,1048,18,18
0,19,1048,19,19
1,20,1048,20,20
0,21,1048,21,21
0,22,1048,22,22
0,23,1048,23,23
1,24,1048,24,24
1,25,1048,25,25
0,26,1048,26,26
1,27,1048,27,27
1,28,1048,28,28
0,29,1048,29,29
1,30,1048,30,30
1,31,1048,31,31
1,32,1048,32,32
1,33,1048,33,33
1,34,1048,34,34
1,35,1048,35,35
1,36,1048,36,36
1,37,1048,37,37
1,38,1048,38,38
1,39,1048,39,39
0,40,1048,40,40
1,41,1048,41,41
1,42,1048,42,42
1,43,1048,43,43
0,44,1048,44,44
1,45,1048,45,45
1,46,1048,46,46
1,47,1048,47,47
1,48,1048,48,48
0,49,1048,49,49
1,0,1049,0,0
1,1,1049,1,1
1,2,1049,2,2
1,3,1049,3,3
0,4,1049,4,4
1,5,1049,5,5
1,6,1049,6,6
1,7,1049,7,7
1,8,1049,8,8
1,9,1049,9,9
1,10,1049,10,10
1,11,1049,11,11
1,12,1049,12,12
1,13,1049,13,13
1,14,1049,14,14
1,15,1049,15,15
1,16,1049,16,16
1,17,1049,17,17
1,18,1049,18,18
1,19,1049,19,19
1,20,1049,20,20
1,21,1049,21,21
1,22,1049,22,22
1,23,1049,23,23
1,24,1049,24,24
1,25,1049,25,25
1,26,1049,26,26
1,27,1049,27,27
1,28,1049,28,28
1,29,1049,29,29
1,30,1049,30,30
1,31,1049,31,31
1,32,1049,32,32
1,33,1049,33,33
1,34,1049,34,34
1,35,1049,35,35
1,36,1049,36,36
1,37,1049,37,37
1,38,1049,38,38
1,39,1049,39,39
1,40,1049,40,40
1,41,1049,41,41
1,42,1049,42,42
1,43,1049,43,43
1,44,1049,44,44
1,45,1049,45,45
1,46,1049,46,46
1,47,1049,47,47
1,48,1049,48,48
1,49,1049,49,49
1,0,1050,0,0
1,1,1050,1,1
1,2,1050,2,2
0,3,1050,3,3
1,4,1050,4,4
1,5,1050,5,5
1,6,1050,6,6
0,7,1050,7,7
1,8,1050,8,8
1,9,1050,9,9
1,10,1050,10,10
1,11,1050,11,11
1,12,1050,12,12
1,13,1050,13,13
1,14,1050,14,14
1,15,1050,15,15
1,16,1050,16,16
1,17,1050,17,17
0,18,1050,18,18
0,19,1050,19,19
0,20,1050,20,20
0,21,1050,21,21
0,22,1050,22,22
0,23,1050,23,23
1,24,1050,24,24
0,25,1050,25,25
0,26,1050,26,26
0,27,1050,27,27
1,28,1050,28,28
0,29,1050,29,29
1,30,1050,30,30
1,31,1050,31,31
1,32,1050,32,32
1,33,1050,33,33
1,34,1050,34,34
1,35,1050,35,35
1,36,1050,36,36
1,37,1050,37,37
0,38,1050,38,38
0,39,1050,39,39
0,40,1050,40,40
1,41,1050,41,41
1,42,1050,42,42
1,43,1050,43,43
1,44,1050,44,44
1,45,1050,45,45
1,46,1050,46,46
1,47,1050,47,47
1,48,1050,48,48
1,49,1050,49,49
1,0,1051,0,0
1,1,1051,1,1
0,2,1051,2,2
0,3,1051,3,3
0,4,1051,4,4
0,5,1051,5,5
1,6,1051,6,6
0,7,1051,7,7
0,8,1051,8,8
1,9,1051,9,9
0,10,1051,10,10
1,11,1051,11,11
1,12,1051,12,12
1,13,1051,13,13
1,14,1051,14,14
1,15,1051,15,15
0,16,1051,16,16
0,17,1051,17,17
0,18,1051,18,18
0,19,1051,19,19
0,20,1051,20,20
0,21,1051,21,21
1,22,1051,22,22
1,23,1051,23,23
1,24,1051,24,24
0,25,1051,25,25
0,26,1051,26,26
0,27,1051,27,27
1,28,1051,28,28
1,29,1051,29,29
1,30,1051,30,30
1,31,1051,31,31
1,32,1051,32,32
1,33,1051,33,33
0,34,1051,34,34
1,35,1051,35,35
0,36,1051,36,36
1,37,1051,37,37
1,38,1051,38,38
0,39,1051,39,39
1,40,1051,40,40
0,41,1051,41,41
1,42,1051,42,42
1,43,1051,43,43
1,44,1051,44,44
1,45,1051,45,45
1,46,1051,46,46
1,47,1051,47,47
0,48,1051,48,48
0,49,1051,49,49
1,0,1052,0,0
1,1,1052,1,1
1,2,1052,2,2
1,3,1052,3,3
1,4,1052,4,4
0,5,1052,5,5
1,6,1052,6,6
0,7,1052,7,7
0,8,1052,8,8
1,9,1052,9,9
1,10,1052,10,10
1,11,1052,11,11
1,12,1052,12,12
1,13,1052,13,13
0,14,1052,14,14
1,15,1052,15,15
0,16,1052,16,16
0,17,1052,17,17
0,18,1052,18,18
0,19,1052,19,19
0,20,1052,20,20
0,21,1052,21,21
0,22,1052,22,22
0,23,1052,23,23
1,24,1052,24,24
0,25,1052,25,25
0,26,1052,26,26
0,27,1052,27,27
1,28,1052,28,28
0,29,1052,29,29
1,30,1052,30,30
0,31,1052,31,31
1,32,1052,32,32
1,33,1052,33,33
1,34,1052,34,34
0,35,1052,35,35
0,36,1052,36,36
1,37,1052,37,37
0,38,1052,38,38
0,39,1052,39,39
0,40,1052,40,40
0,41,1052,41,41
1,42,1052,42,42
0,43,1052,43,43
0,44,1052,44,44
0,45,1052,45,45
1,46,1052,46,46
1,47,1052,47,47
1,48,1052,48,48
0,49,1052,49,49
0,0,1053,0,0
0,1,1053,1,1
0,2,1053,2,2
1,3,1053,3,3
1,4,1053,4,4
1,5,1053,5,5
0,6,1053,6,6
1,7,1053,7,7
1,8,1053,8,8
0,9,1053,9,9
1,10,1053,10,10
1,11,1053,11,11
0,12,1053,12,12
0,13,1053,13,13
1,14,1053,14,14
0,15,1053,15,15
1,16,1053,16,16
1,17,1053,17,17
1,18,1053,18,18
1,19,1053,19,19
1,20,1053,20,20
0,21,1053,21,21
1,22,1053,22,22
1,23,1053,23,23
0,24,1053,24,24
1,25,1053,25,25
1,26,1053,26,26
1,27,1053,27,27
0,28,1053,28,28
1,29,1053,29,29
0,30,1053,30,30
1,31,1053,31,31
0,32,1053,32,32
0,33,1053,33,33
1,34,1053,34,34
0,35,1053,35,35
1,36,1053,36,36
0,37,1053,37,37
1,38,1053,38,38
1,39,1053,39,39
1,40,1053,40,40
1,41,1053,41,41
0,42,1053,42,42
1,43,1053,43,43
1,44,1053,44,44
1,45,1053,45,45
0,46,1053,46,46
0,47,1053,47,47
1,48,1053,48,48
1,49,1053,49,49
1,0,1054,0,0
1,1,1054,1,1
1,2,1054,2,2
0,3,1054,3,3
0,4,1054,4,4
0,5,1054,5,5
1,6,1054,6,6
1,7,1054,7,7
0,8,1054,8,8
1,9,1054,9,9
1,10,1054,10,10
1,11,1054,11,11
1,12,1054,12,12
1,13,1054,13,13
1,14,1054,14,14
1,15,1054,15,15
1,16,1054,16,16
0,17,1054,17,17
1,18,1054,18,18
0,19,1054,19,19
1,20,1054,20,20
1,21,1054,21,21
1,22,1054,22,22
1,23,1054,23,23
1,24,1054,24,24
0,25,1054,25,25
1,26,1054,26,26
1,27,1054,27,27
1,28,1054,28,28
0,29,1054,29,29
1,30,1054,30,30
1,31,1054,31,31
1,32,1054,32,32
1,33,1054,33,33
1,34,1054,34,34
1,35,1054,35,35
1,36,1054,36,36
1,37,1054,37,37
1,38,1054,38,38
1,39,1054,39,39
1,40,1054,40,40
1,41,1054,41,41
1,42,1054,42,42
1,43,1054,43,43
0,44,1054,44,44
1,45,1054,45,45
0,46,1054,46,46
1,47,1054,47,47
1,48,1054,48,48
1,49,1054,49,49
1,0,1055,0,0
1,1,1055,1,1
1,2,1055,2,2
1,3,1055,3,3
1,4,1055,4,4
0,5,1055,5,5
1,6,1055,6,6
0,7,1055,7,7
1,8,1055,8,8
1,9,1055,9,9
1,10,1055,10,10
1,11,1055,11,11
1,12,1055,12,12
1,13,1055,13,13
0,14,1055,14,14
1,15,1055,15,15
1,16,1055,16,16
1,17,1055,17,17
1,18,1055,18,18
1,19,1055,19,19
1,20,1055,20,20
1,21,1055,21,21
0,22,1055,22,22
1,23,1055,23,23
1,24,1055,24,24
0,25,1055,25,25
0,26,1055,26,26
1,27,1055,27,27
1,28,1055,28,28
1,29,1055,29,29
1,30,1055,30,30
1,31,1055,31,31
1,32,1055,32,32
1,33,1055,33,33
1,34,1055,34,34
1,35,1055,35,35
1,36,1055,36,36
1,37,1055,37,37
1,38,1055,38,38
1,39,1055,39,39
1,40,1055,40,40
1,41,1055,41,41
1,42,1055,42,42
1,43,1055,43,43
1,44,1055,44,44
1,45,1055,45,45
1,46,1055,46,46
1,47,1055,47,47
1,48,1055,48,48
1,49,1055,49,49
1,0,1056,0,0
1,1,1056,1,1
1,2,1056,2,2
0,3,1056,3,3
1,4,1056,4,4
1,5,1056,5,5
1,6,1056,6,6
1,7,1056,7,7
1,8,1056,8,8
1,9,1056,9,9
1,10,1056,10,10
1,11,1056,11,11
1,12,1056,12,12
1,13,1056,13,13
1,14,1056,14,14
1,15,1056,15,15
1,16,1056,16,16
1,17,1056,17,17
1,18,1056,18,18
1,19,1056,19,19
0,20,1056,20,20
1,21,1056,21,21
1,22,1056,22,22
1,23,1056,23,23
1,24,1056,24,24
1,25,1056,25,25
1,26,1056,26,26
1,27,1056,27,27
1,28,1056,28,28
1,29,1056,29,29
1,30,1056,30,30
1,31,1056,31,31
1,32,1056,32,32
1,33,1056,33,33
1,34,1056,34,34
1,35,1056,35,35
1,36,1056,36,36
1,37,1056,37,37
1,38,1056,38,38
1,39,1056,39,39
1,40,1056,40,40
1,41,1056,41,41
1,42,1056,42,42
1,43,1056,43,43
1,44,1056,44,44
1,45,1056,45,45
1,46,1056,46,46
1,47,1056,47,47
1,48,1056,48,48
1,49,1056,49,49
0,0,1057,0,0
1,1,1057,1,1
0,2,1057,2,2
1,3,1057,3,3
1,4,1057,4,4
1,5,1057,5,5
0,6,1057,6,6
0,7,1057,7,7
1,8,1057,8,8
0,9,1057,9,9
0,10,1057,10,10
0,11,1057,11,11
0,12,1057,12,12
0,13,1057,13,13
1,14,1057,14,14
0,15,1057,15,15
1,16,1057,16,16
1,17,1057,17,17
1,18,1057,18,18
1,19,1057,19,19
1,20,1057,20,20
1,21,1057,21,21
1,22,1057,22,22
1,23,1057,23,23
0,24,1057,24,24
1,25,1057,25,25
1,26,1057,26,26
1,27,1057,27,27
0,28,1057,28,28
1,29,1057,29,29
0,30,1057,30,30
1,31,1057,31,31
0,32,1057,32,32
0,33,1057,33,33
1,34,1057,34,34
1,35,1057,35,35
1,36,1057,36,36
0,37,1057,37,37
1,38,1057,38,38
1,39,1057,39,39
1,40,1057,40,40
1,41,1057,41,41
0,42,1057,42,42
1,43,1057,43,43
1,44,1057,44,44
1,45,1057,45,45
0,46,1057,46,46
1,47,1057,47,47
1,48,1057,48,48
1,49,1057,49,49
1,0,1058,0,0
1,1,1058,1,1
1,2,1058,2,2
1,3,1058,3,3
0,4,1058,4,4
0,5,1058,5,5
1,6,1058,6,6
0,7,1058,7,7
1,8,1058,8,8
0,9,1058,9,9
0,10,1058,10,10
1,11,1058,11,11
1,12,1058,12,12
1,13,1058,13,13
0,14,1058,14,14
1,15,1058,15,15
0,16,1058,16,16
0,17,1058,17,17
0,18,1058,18,18
0,19,1058,19,19
1,20,1058,20,20
0,21,1058,21,21
0,22,1058,22,22
1,23,1058,23,23
1,24,1058,24,24
1,25,1058,25,25
0,26,1058,26,26
0,27,1058,27,27
1,28,1058,28,28
1,29,1058,29,29
0,30,1058,30,30
0,31,1058,31,31
1,32,1058,32,32
1,33,1058,33,33
1,34,1058,34,34
0,35,1058,35,35
1,36,1058,36,36
0,37,1058,37,37
0,38,1058,38,38
0,39,1058,39,39
0,40,1058,40,40
0,41,1058,41,41
1,42,1058,42,42
1,43,1058,43,43
0,44,1058,44,44
1,45,1058,45,45
1,46,1058,46,46
1,47,1058,47,47
0,48,1058,48,48
0,49,1058,49,49
1,0,1059,0,0
1,1,1059,1,1
1,2,1059,2,2
1,3,1059,3,3
1,4,1059,4,4
0,5,1059,5,5
1,6,1059,6,6
1,7,1059,7,7
0,8,1059,8,8
1,9,1059,9,9
1,10,1059,10,10
1,11,1059,11,11
1,12,1059,12,12
0,13,1059,13,13
0,14,1059,14,14
1,15,1059,15,15
1,16,1059,16,16
1,17,1059,17,17
1,18,1059,18,18
1,19,1059,19,19
0,20,1059,20,20
0,21,1059,21,21
0,22,1059,22,22
1,23,1059,23,23
1,24,1059,24,24
1,25,1059,25,25
1,26,1059,26,26
1,27,1059,27,27
1,28,1059,28,28
1,29,1059,29,29
1,30,1059,30,30
0,31,1059,31,31
0,32,1059,32,32
1,33,1059,33,33
1,34,1059,34,34
0,35,1059,35,35
1,36,1059,36,36
1,37,1059,37,37
1,38,1059,38,38
1,39,1059,39,39
1,40,1059,40,40
1,41,1059,41,41
1,42,1059,42,42
1,43,1059,43,43
1,44,1059,44,44
1,45,1059,45,45
1,46,1059,46,46
1,47,1059,47,47
1,48,1059,48,48
1,49,1059,49,49
0,0,1060,0,0
1,1,1060,1,1
0,2,1060,2,2
1,3,1060,3,3
0,4,1060,4,4
0,5,1060,5,5
0,6,1060,6,6
1,7,1060,7,7
0,8,1060,8,8
0,9,1060,9,9
0,10,1060,10,10
1,11,1060,11,11
1,12,1060,12,12
0,13,1060,13,13
1,14,1060,14,14
0,15,1060,15,15
1,16,1060,16,16
1,17,1060,17,17
1,18,1060,18,18
1,19,1060,19,19
1,20,1060,20,20
1,21,1060,21,21
1,22,1060,22,22
1,23,1060,23,23
0,24,1060,24,24
1,25,1060,25,25
0,26,1060,26,26
1,27,1060,27,27
0,28,1060,28,28
1,29,1060,29,29
0,30,1060,30,30
1,31,1060,31,31
0,32,1060,32,32
0,33,1060,33,33
1,34,1060,34,34
0,35,1060,35,35
1,36,1060,36,36
0,37,1060,37,37
0,38,1060,38,38
1,39,1060,39,39
1,40,1060,40,40
1,41,1060,41,41
0,42,1060,42,42
1,43,1060,43,43
1,44,1060,44,44
1,45,1060,45,45
0,46,1060,46,46
0,47,1060,47,47
1,48,1060,48,48
1,49,1060,49,49
0,0,1061,0,0
1,1,1061,1,1
1,2,1061,2,2
1,3,1061,3,3
0,4,1061,4,4
1,5,1061,5,5
0,6,1061,6,6
1,7,1061,7,7
1,8,1061,8,8
1,9,1061,9,9
0,10,1061,10,10
0,11,1061,11,11
0,12,1061,12,12
1,13,1061,13,13
1,14,1061,14,14
1,15,1061,15,15
1,16,1061,16,16
1,17,1061,17,17
1,18,1061,18,18
1,19,1061,19,19
1,20,1061,20,20
1,21,1061,21,21
1,22,1061,22,22
1,23,1061,23,23
1,24,1061,24,24
1,25,1061,25,25
1,26,1061,26,26
0,27,1061,27,27
1,28,1061,28,28
1,29,1061,29,29
0,30,1061,30,30
1,31,1061,31,31
0,32,1061,32,32
0,33,1061,33,33
1,34,1061,34,34
0,35,1061,35,35
1,36,1061,36,36
1,37,1061,37,37
1,38,1061,38,38
1,39,1061,39,39
1,40,1061,40,40
1,41,1061,41,41
1,42,1061,42,42
1,43,1061,43,43
1,44,1061,44,44
1,45,1061,45,45
1,46,1061,46,46
1,47,1061,47,47
1,48,1061,48,48
1,49,1061,49,49
0,0,1062,0,0
1,1,1062,1,1
1,2,1062,2,2
1,3,1062,3,3
1,4,1062,4,4
1,5,1062,5,5
1,6,1062,6,6
1,7,1062,7,7
1,8,1062,8,8
0,9,1062,9,9
1,10,1062,10,10
1,11,1062,11,11
1,12,1062,12,12
0,13,1062,13,13
1,14,1062,14,14
1,15,1062,15,15
1,16,1062,16,16
1,17,1062,17,17
1,18,1062,18,18
1,19,1062,19,19
1,20,1062,20,20
1,21,1062,21,21
1,22,1062,22,22
1,23,1062,23,23
1,24,1062,24,24
1,25,1062,25,25
1,26,1062,26,26
1,27,1062,27,27
1,28,1062,28,28
1,29,1062,29,29
0,30,1062,30,30
1,31,1062,31,31
0,32,1062,32,32
1,33,1062,33,33
1,34,1062,34,34
1,35,1062,35,35
1,36,1062,36,36
1,37,1062,37,37
1,38,1062,38,38
1,39,1062,39,39
1,40,1062,40,40
1,41,1062,41,41
1,42,1062,42,42
1,43,1062,43,43
1,44,1062,44,44
1,45,1062,45,45
1,46,1062,46,46
1,47,1062,47,47
1,48,1062,48,48
1,49,1062,49,49
0,0,1063,0,0
1,1,1063,1,1
0,2,1063,2,2
0,3,1063,3,3
0,4,1063,4,4
0,5,1063,5,5
0,6,1063,6,6
0,7,1063,7,7
0,8,1063,8,8
0,9,1063,9,9
0,10,1063,10,10
1,11,1063,11,11
0,12,1063,12,12
0,13,1063,13,13
1,14,1063,14,14
1,15,1063,15,15
0,16,1063,16,16
1,17,1063,17,17
1,18,1063,18,18
1,19,1063,19,19
1,20,1063,20,20
0,21,1063,21,21
0,22,1063,22,22
0,23,1063,23,23
1,24,1063,24,24
0,25,1063,25,25
0,26,1063,26,26
1,27,1063,27,27
0,28,1063,28,28
0,29,1063,29,29
0,30,1063,30,30
0,31,1063,31,31
0,32,1063,32,32
1,33,1063,33,33
1,34,1063,34,34
0,35,1063,35,35
1,36,1063,36,36
0,37,1063,37,37
1,38,1063,38,38
1,39,1063,39,39
1,40,1063,40,40
1,41,1063,41,41
1,42,1063,42,42
1,43,1063,43,43
1,44,1063,44,44
0,45,1063,45,45
0,46,1063,46,46
1,47,1063,47,47
0,48,1063,48,48
1,49,1063,49,49
0,0,1064,0,0
1,1,1064,1,1
0,2,1064,2,2
0,3,1064,3,3
1,4,1064,4,4
0,5,1064,5,5
1,6,1064,6,6
0,7,1064,7,7
0,8,1064,8,8
0,9,1064,9,9
0,10,1064,10,10
1,11,1064,11,11
1,12,1064,12,12
0,13,1064,13,13
1,14,1064,14,14
1,15,1064,15,15
1,16,1064,16,16
1,17,1064,17,17
0,18,1064,18,18
1,19,1064,19,19
1,20,1064,20,20
0,21,1064,21,21
1,22,1064,22,22
1,23,1064,23,23
1,24,1064,24,24
1,25,1064,25,25
0,26,1064,26,26
0,27,1064,27,27
1,28,1064,28,28
1,29,1064,29,29
0,30,1064,30,30
0,31,1064,31,31
1,32,1064,32,32
1,33,1064,33,33
1,34,1064,34,34
0,35,1064,35,35
1,36,1064,36,36
1,37,1064,37,37
1,38,1064,38,38
1,39,1064,39,39
1,40,1064,40,40
1,41,1064,41,41
1,42,1064,42,42
1,43,1064,43,43
1,44,1064,44,44
1,45,1064,45,45
1,46,1064,46,46
0,47,1064,47,47
1,48,1064,48,48
1,49,1064,49,49
0,0,1065,0,0
1,1,1065,1,1
1,2,1065,2,2
1,3,1065,3,3
0,4,1065,4,4
0,5,1065,5,5
1,6,1065,6,6
1,7,1065,7,7
0,8,1065,8,8
1,9,1065,9,9
0,10,1065,10,10
1,11,1065,11,11
1,12,1065,12,12
0,13,1065,13,13
0,14,1065,14,14
1,15,1065,15,15
1,16,1065,16,16
1,17,1065,17,17
1,18,1065,18,18
1,19,1065,19,19
1,20,1065,20,20
0,21,1065,21,21
1,22,1065,22,22
1,23,1065,23,23
1,24,1065,24,24
1,25,1065,25,25
1,26,1065,26,26
0,27,1065,27,27
1,28,1065,28,28
1,29,1065,29,29
1,30,1065,30,30
0,31,1065,31,31
1,32,1065,32,32
1,33,1065,33,33
1,34,1065,34,34
0,35,1065,35,35
1,36,1065,36,36
1,37,1065,37,37
1,38,1065,38,38
1,39,1065,39,39
1,40,1065,40,40
1,41,1065,41,41
1,42,1065,42,42
1,43,1065,43,43
1,44,1065,44,44
0,45,1065,45,45
1,46,1065,46,46
1,47,1065,47,47
1,48,1065,48,48
1,49,1065,49,49
0,0,1066,0,0
1,1,1066,1,1
1,2,1066,2,2
0,3,1066,3,3
0,4,1066,4,4
1,5,1066,5,5
0,6,1066,6,6
1,7,1066,7,7
1,8,1066,8,8
1,9,1066,9,9
1,10,1066,10,10
1,11,1066,11,11
1,12,1066,12,12
1,13,1066,13,13
1,14,1066,14,14
1,15,1066,15,15
1,16,1066,16,16
1,17,1066,17,17
1,18,1066,18,18
1,19,1066,19,19
1,20,1066,20,20
1,21,1066,21,21
1,22,1066,22,22
1,23,1066,23,23
1,24,1066,24,24
1,25,1066,25,25
0,26,1066,26,26
1,27,1066,27,27
0,28,1066,28,28
1,29,1066,29,29
1,30,1066,30,30
1,31,1066,31,31
1,32,1066,32,32
1,33,1066,33,33
1,34,1066,34,34
0,35,1066,35,35
1,36,1066,36,36
1,37,1066,37,37
1,38,1066,38,38
1,39,1066,39,39
1,40,1066,40,40
1,41,1066,41,41
1,42,1066,42,42
